"Entrez.ID"	"Gene.name"
6574	"SLC20A1"
6575	"SLC20A2"
6576	"SLC25A1"
6578	"SLCO2A1"
6579	"SLCO1A2"
6580	"SLC22A1"
6581	"SLC22A3"
6582	"SLC22A2"
6583	"SLC22A4"
6584	"SLC22A5"
6585	"SLIT1"
6586	"SLIT3"
6588	"SLN"
6590	"SLPI"
6591	"SNAI2"
6594	"SMARCA1"
6595	"SMARCA2"
6596	"HLTF"
6597	"SMARCA4"
6598	"SMARCB1"
6599	"SMARCC1"
6601	"SMARCC2"
6602	"SMARCD1"
6603	"SMARCD2"
6604	"SMARCD3"
6605	"SMARCE1"
6608	"SMO"
6609	"SMPD1"
6610	"SMPD2"
6611	"SMS"
6612	"SUMO3"
6613	"SUMO2"
6614	"SIGLEC1"
6615	"SNAI1"
6616	"SNAP25"
6617	"SNAPC1"
6618	"SNAPC2"
6619	"SNAPC3"
6620	"SNCB"
6621	"SNAPC4"
6622	"SNCA"
6623	"SNCG"
6624	"FSCN1"
6625	"SNRNP70"
6626	"SNRPA"
6628	"SNRPB"
6629	"SNRPB2"
6631	"SNRPC"
6632	"SNRPD1"
6633	"SNRPD2"
6634	"SNRPD3"
6635	"SNRPE"
6636	"SNRPF"
6637	"SNRPG"
6640	"SNTA1"
6641	"SNTB1"
6642	"SNX1"
6643	"SNX2"
6645	"SNTB2"
6646	"SOAT1"
6647	"SOD1"
6648	"SOD2"
6649	"SOD3"
6650	"CAPN15"
6651	"SON"
6652	"SORD"
6653	"SORL1"
6654	"SOS1"
6656	"SOX1"
6657	"SOX2"
6658	"SOX3"
6659	"SOX4"
6660	"SOX5"
6662	"SOX9"
6663	"SOX10"
6664	"SOX11"
6665	"SOX15"
6666	"SOX12"
6667	"SP1"
6668	"SP2"
6670	"SP3"
6671	"SP4"
6672	"SP100"
6674	"SPAG1"
6676	"SPAG4"
6677	"SPAM1"
6678	"SPARC"
6683	"SPAST"
6687	"SPG7"
6688	"SPI1"
6689	"SPIB"
6690	"SPINK1"
6691	"SPINK2"
6692	"SPINT1"
6693	"SPN"
6694	"SPP2"
6695	"SPOCK1"
6696	"SPP1"
6697	"SPR"
6698	"SPRR1A"
6699	"SPRR1B"
6707	"SPRR3"
6708	"SPTA1"
6709	"SPTAN1"
6710	"SPTB"
6711	"SPTBN1"
6712	"SPTBN2"
6713	"SQLE"
6714	"SRC"
6715	"SRD5A1"
6716	"SRD5A2"
6717	"SRI"
6718	"AKR1D1"
6720	"SREBF1"
6721	"SREBF2"
6722	"SRF"
6723	"SRM"
6727	"SRP14"
6728	"SRP19"
6729	"SRP54"
6731	"SRP72"
6732	"SRPK1"
6733	"SRPK2"
6734	"SRPR"
6736	"SRY"
6737	"TRIM21"
6738	"TROVE2"
6741	"SSB"
6742	"SSBP1"
6744	"SSFA2"
6745	"SSR1"
6746	"SSR2"
6747	"SSR3"
6748	"SSR4"
6749	"SSRP1"
6750	"SST"
6751	"SSTR1"
6752	"SSTR2"
6753	"SSTR3"
6754	"SSTR4"
6755	"SSTR5"
6756	"SSX1"
6760	"SS18"
6764	"ST5"
6767	"ST13"
6768	"ST14"
6769	"STAC"
6770	"STAR"
6772	"STAT1"
6773	"STAT2"
6774	"STAT3"
6775	"STAT4"
6776	"STAT5A"
6777	"STAT5B"
6778	"STAT6"
6779	"STATH"
6780	"STAU1"
6781	"STC1"
6782	"HSPA13"
6783	"SULT1E1"
6785	"ELOVL4"
6786	"STIM1"
6787	"NEK4"
6788	"STK3"
6789	"STK4"
6790	"AURKA"
6792	"CDKL5"
6794	"STK11"
6795	"AURKC"
6799	"SULT1A2"
6801	"STRN"
6804	"STX1A"
6809	"STX3"
6810	"STX4"
6812	"STXBP1"
6813	"STXBP2"
6814	"STXBP3"
6819	"SULT1C2"
6820	"SULT2B1"
6821	"SUOX"
6822	"SULT2A1"
6827	"SUPT4H1"
6829	"SUPT5H"
6830	"SUPT6H"
6832	"SUPV3L1"
6833	"ABCC8"
6834	"SURF1"
6835	"SURF2"
6837	"MED22"
6839	"SUV39H1"
6840	"SVIL"
6843	"VAMP1"
6844	"VAMP2"
6845	"VAMP7"
6847	"SYCP1"
6850	"SYK"
6853	"SYN1"
6854	"SYN2"
6855	"SYP"
6856	"SYPL1"
6857	"SYT1"
6861	"SYT5"
6862	"T"
6863	"TAC1"
6865	"TACR2"
6866	"TAC3"
6867	"TACC1"
6868	"ADAM17"
6869	"TACR1"
6870	"TACR3"
6871	"TADA2A"
6872	"TAF1"
6873	"TAF2"
6874	"TAF4"
6876	"TAGLN"
6877	"TAF5"
6878	"TAF6"
6879	"TAF7"
6880	"TAF9"
6881	"TAF10"
6882	"TAF11"
6883	"TAF12"
6885	"MAP3K7"
6886	"TAL1"
6888	"TALDO1"
6890	"TAP1"
6891	"TAP2"
6892	"TAPBP"
6894	"TARBP1"
6895	"TARBP2"
6897	"TARS"
6898	"TAT"
6899	"TBX1"
6900	"CNTN2"
6901	"TAZ"
6902	"TBCA"
6903	"TBCC"
6904	"TBCD"
6905	"TBCE"
6906	"SERPINA7"
6907	"TBL1X"
6908	"TBP"
6909	"TBX2"
6910	"TBX5"
6911	"TBX6"
6915	"TBXA2R"
6916	"TBXAS1"
6917	"TCEA1"
6919	"TCEA2"
6921	"TCEB1"
6923	"TCEB2"
6924	"TCEB3"
6925	"TCF4"
6926	"TBX3"
6927	"HNF1A"
6928	"HNF1B"
6932	"TCF7"
6934	"TCF7L2"
6935	"ZEB1"
6936	"GCFC2"
6938	"TCF12"
6939	"TCF15"
6940	"ZNF354A"
6942	"TCF20"
6943	"TCF21"
6944	"VPS72"
6945	"MLX"
6947	"TCN1"
6948	"TCN2"
6949	"TCOF1"
6950	"TCP1"
6953	"TCP10"
6954	"TCP11"
6988	"TCTA"
6990	"DYNLT3"
6992	"PPP1R11"
6993	"DYNLT1"
6996	"TDG"
6999	"TDO2"
7001	"PRDX2"
7003	"TEAD1"
7004	"TEAD4"
7005	"TEAD3"
7006	"TEC"
7007	"TECTA"
7008	"TEF"
7009	"TMBIM6"
7010	"TEK"
7011	"TEP1"
7013	"TERF1"
7014	"TERF2"
7015	"TERT"
7016	"TESK1"
7018	"TF"
7019	"TFAM"
7020	"TFAP2A"
7021	"TFAP2B"
7022	"TFAP2C"
7023	"TFAP4"
7024	"TFCP2"
7025	"NR2F1"
7026	"NR2F2"
7027	"TFDP1"
7029	"TFDP2"
7030	"TFE3"
7031	"TFF1"
7032	"TFF2"
7035	"TFPI"
7036	"TFR2"
7037	"TFRC"
7038	"TG"
7039	"TGFA"
7040	"TGFB1"
7041	"TGFB1I1"
7042	"TGFB2"
7043	"TGFB3"
7044	"LEFTY2"
7045	"TGFBI"
7046	"TGFBR1"
7047	"TGM4"
7048	"TGFBR2"
7049	"TGFBR3"
7050	"TGIF1"
7051	"TGM1"
7052	"TGM2"
7053	"TGM3"
7054	"TH"
7056	"THBD"
7057	"THBS1"
7058	"THBS2"
7059	"THBS3"
7060	"THBS4"
7064	"THOP1"
7066	"THPO"
7067	"THRA"
7068	"THRB"
7071	"KLF10"
7072	"TIA1"
7073	"TIAL1"
7074	"TIAM1"
7075	"TIE1"
7076	"TIMP1"
7077	"TIMP2"
7078	"TIMP3"
7079	"TIMP4"
7080	"NKX2-1"
7082	"TJP1"
7083	"TK1"
7084	"TK2"
7086	"TKT"
7087	"ICAM5"
7088	"TLE1"
7089	"TLE2"
7090	"TLE3"
7091	"TLE4"
7092	"TLL1"
7093	"TLL2"
7094	"TLN1"
7095	"SEC62"
7096	"TLR1"
7097	"TLR2"
7098	"TLR3"
7099	"TLR4"
7100	"TLR5"
7101	"NR2E1"
7102	"TSPAN7"
7103	"TSPAN8"
7104	"TM4SF4"
7105	"TSPAN6"
7106	"TSPAN4"
7107	"GPR137B"
7108	"TM7SF2"
7109	"TRAPPC10"
7110	"TMF1"
7111	"TMOD1"
7112	"TMPO"
7113	"TMPRSS2"
7122	"CLDN5"
7123	"CLEC3B"
7124	"TNF"
7125	"TNNC2"
7126	"TNFAIP1"
7127	"TNFAIP2"
7128	"TNFAIP3"
7130	"TNFAIP6"
7132	"TNFRSF1A"
7133	"TNFRSF1B"
7134	"TNNC1"
7135	"TNNI1"
7136	"TNNI2"
7138	"TNNT1"
7139	"TNNT2"
7140	"TNNT3"
7141	"TNP1"
7142	"TNP2"
7143	"TNR"
7145	"TNS1"
7148	"TNXB"
7150	"TOP1"
7153	"TOP2A"
7155	"TOP2B"
7156	"TOP3A"
7157	"TP53"
7158	"TP53BP1"
7159	"TP53BP2"
7161	"TP73"
7162	"TPBG"
7163	"TPD52"
7164	"TPD52L1"
7165	"TPD52L2"
7166	"TPH1"
7167	"TPI1"
7168	"TPM1"
7169	"TPM2"
7170	"TPM3"
7171	"TPM4"
7172	"TPMT"
7173	"TPO"
7174	"TPP2"
7175	"TPR"
7178	"TPT1"
7179	"TPTE"
7180	"CRISP2"
7181	"NR2C1"
7182	"NR2C2"
7184	"HSP90B1"
7185	"TRAF1"
7186	"TRAF2"
7187	"TRAF3"
7188	"TRAF5"
7189	"TRAF6"
7200	"TRH"
7201	"TRHR"
7203	"CCT3"
7204	"TRIO"
7205	"TRIP6"
7220	"TRPC1"
7222	"TRPC3"
7223	"TRPC4"
7224	"TRPC5"
7225	"TRPC6"
7226	"TRPM2"
7227	"TRPS1"
7247	"TSN"
7248	"TSC1"
7249	"TSC2"
7251	"TSG101"
7252	"TSHB"
7253	"TSHR"
7257	"TSNAX"
7260	"TSSC1"
7262	"PHLDA2"
7263	"TST"
7264	"TSTA3"
7265	"TTC1"
7266	"DNAJC7"
7267	"TTC3"
7270	"TTF1"
7272	"TTK"
7273	"TTN"
7274	"TTPA"
7275	"TUB"
7276	"TTR"
7277	"TUBA4A"
7280	"TUBB2A"
7283	"TUBG1"
7284	"TUFM"
7286	"TUFT1"
7287	"TULP1"
7288	"TULP2"
7289	"TULP3"
7290	"HIRA"
7291	"TWIST1"
7292	"TNFSF4"
7293	"TNFRSF4"
7294	"TXK"
7296	"TXNRD1"
7297	"TYK2"
7299	"TYR"
7301	"TYRO3"
7305	"TYROBP"
7306	"TYRP1"
7307	"U2AF1"
7311	"UBA52"
7317	"UBA1"
7318	"UBA7"
7319	"UBE2A"
7320	"UBE2B"
7321	"UBE2D1"
7322	"UBE2D2"
7323	"UBE2D3"
7324	"UBE2E1"
7326	"UBE2G1"
7327	"UBE2G2"
7328	"UBE2H"
7329	"UBE2I"
7332	"UBE2L3"
7334	"UBE2N"
7336	"UBE2V2"
7337	"UBE3A"
7341	"SUMO1"
7342	"UBP1"
7343	"UBTF"
7345	"UCHL1"
7347	"UCHL3"
7348	"UPK1B"
7349	"UCN"
7350	"UCP1"
7351	"UCP2"
7352	"UCP3"
7353	"UFD1L"
7355	"SLC35A2"
7356	"SCGB1A1"
7357	"UGCG"
7358	"UGDH"
7360	"UGP2"
7363	"UGT2B4"
7366	"UGT2B15"
7367	"UGT2B17"
7368	"UGT8"
7369	"UMOD"
7371	"UCK2"
7372	"UMPS"
7374	"UNG"
7375	"USP4"
7376	"NR1H2"
7378	"UPP1"
7379	"UPK2"
7380	"UPK3A"
7381	"UQCRB"
7384	"UQCRC1"
7385	"UQCRC2"
7386	"UQCRFS1"
7388	"UQCRH"
7389	"UROD"
7390	"UROS"
7392	"USF2"
7398	"USP1"
7399	"USH2A"
7402	"UTRN"
7403	"KDM6A"
7404	"UTY"
7405	"UVRAG"
7407	"VARS"
7408	"VASP"
7409	"VAV1"
7411	"VBP1"
7412	"VCAM1"
7414	"VCL"
7415	"VCP"
7416	"VDAC1"
7417	"VDAC2"
7419	"VDAC3"
7421	"VDR"
7422	"VEGFA"
7423	"VEGFB"
7424	"VEGFC"
7425	"VGF"
7428	"VHL"
7429	"VIL1"
7430	"EZR"
7431	"VIM"
7432	"VIP"
7433	"VIPR1"
7434	"VIPR2"
7436	"VLDLR"
7439	"BEST1"
7441	"VPREB1"
7442	"TRPV1"
7443	"VRK1"
7444	"VRK2"
7447	"VSNL1"
7448	"VTN"
7450	"VWF"
7453	"WARS"
7454	"WAS"
7456	"WIPF1"
7461	"CLIP2"
7462	"LAT2"
7464	"CORO2A"
7465	"WEE1"
7466	"WFS1"
7468	"WHSC1"
7469	"NELFA"
7471	"WNT1"
7472	"WNT2"
7473	"WNT3"
7474	"WNT5A"
7475	"WNT6"
7476	"WNT7A"
7479	"WNT8B"
7480	"WNT10B"
7481	"WNT11"
7482	"WNT2B"
7485	"WRB"
7486	"WRN"
7490	"WT1"
7494	"XBP1"
7498	"XDH"
7504	"XK"
7507	"XPA"
7508	"XPC"
7511	"XPNPEP1"
7512	"XPNPEP2"
7514	"XPO1"
7515	"XRCC1"
7516	"XRCC2"
7517	"XRCC3"
7518	"XRCC4"
7520	"XRCC5"
7525	"YES1"
7528	"YY1"
7529	"YWHAB"
7531	"YWHAE"
7533	"YWHAH"
7534	"YWHAZ"
7535	"ZAP70"
7536	"SF1"
7538	"ZFP36"
7539	"ZFP37"
7542	"ZFPL1"
7543	"ZFX"
7544	"ZFY"
7545	"ZIC1"
7547	"ZIC3"
7551	"ZNF3"
7552	"ZNF711"
7553	"ZNF7"
7555	"CNBP"
7556	"ZNF10"
7559	"ZNF12"
7561	"ZNF14"
7564	"ZNF16"
7570	"ZNF22"
7572	"ZNF24"
7580	"ZNF32"
7584	"ZNF35"
7586	"ZKSCAN1"
7593	"MZF1"
7594	"ZNF43"
7596	"ZNF45"
7597	"ZBTB25"
7625	"ZNF74"
7626	"ZNF75D"
7629	"ZNF76"
7633	"ZNF79"
7634	"ZNF80"
7637	"ZNF84"
7638	"ZNF221"
7639	"ZNF85"
7673	"ZNF222"
7678	"ZNF124"
7681	"MKRN3"
7691	"ZNF132"
7692	"ZNF133"
7693	"ZNF134"
7694	"ZNF135"
7695	"ZNF136"
7696	"ZNF137P"
7699	"ZNF140"
7700	"ZNF141"
7701	"ZNF142"
7702	"ZNF143"
7703	"PCGF2"
7704	"ZBTB16"
7705	"ZNF146"
7706	"TRIM25"
7707	"ZNF148"
7709	"ZBTB17"
7710	"ZNF154"
7711	"ZNF155"
7712	"ZNF157"
7716	"VEZF1"
7718	"ZNF165"
7726	"TRIM26"
7727	"ZNF174"
7728	"ZNF175"
7730	"ZNF177"
7733	"ZNF180"
7737	"RNF113A"
7738	"ZNF184"
7739	"ZNF185"
7741	"ZSCAN26"
7743	"ZNF189"
7745	"ZKSCAN8"
7746	"ZSCAN9"
7748	"ZNF195"
7750	"ZMYM2"
7752	"ZNF200"
7753	"ZNF202"
7755	"ZNF205"
7756	"ZNF207"
7757	"ZNF208"
7761	"ZNF214"
7762	"ZNF215"
7763	"ZFAND5"
7764	"ZNF217"
7766	"ZNF223"
7767	"ZNF224"
7768	"ZNF225"
7769	"ZNF226"
7770	"ZNF227"
7771	"ZNF112"
7775	"ZNF232"
7776	"ZNF236"
7779	"SLC30A1"
7781	"SLC30A3"
7782	"SLC30A4"
7783	"ZP2"
7786	"MAP3K12"
7791	"ZYX"
7798	"LUZP1"
7799	"PRDM2"
7802	"DNALI1"
7803	"PTP4A1"
7804	"LRP8"
7805	"LAPTM5"
7812	"CSDE1"
7813	"EVI5"
7818	"DAP3"
7827	"NPHS2"
7832	"BTG2"
7840	"ALMS1"
7841	"MOGS"
7844	"RNF103"
7846	"TUBA1A"
7849	"PAX8"
7850	"IL1R2"
7851	"MALL"
7852	"CXCR4"
7855	"FZD5"
7857	"SCG2"
7862	"BRPF1"
7866	"IFRD2"
7867	"MAPKAPK3"
7869	"SEMA3B"
7873	"MANF"
7874	"USP7"
7879	"RAB7A"
7881	"KCNAB1"
7884	"SLBP"
7903	"ST8SIA4"
7905	"REEP5"
7913	"DEK"
7915	"ALDH5A1"
7916	"PRRC2A"
7917	"BAG6"
7923	"HSD17B8"
7932	"OR2H2"
7936	"NELFE"
7940	"LST1"
7941	"PLA2G7"
7942	"TFEB"
7957	"EPM2A"
7965	"AIMP2"
7975	"MAFK"
7976	"FZD3"
7978	"MTERF1"
7979	"SHFM1"
7980	"TFPI2"
7982	"ST7"
7988	"ZNF212"
7991	"TUSC3"
7993	"UBXN8"
7994	"KAT6A"
8000	"PSCA"
8001	"GLRA3"
8013	"NR4A3"
8019	"BRD3"
8021	"NUP214"
8022	"LHX3"
8027	"STAM"
8028	"MLLT10"
8029	"CUBN"
8030	"CCDC6"
8031	"NCOA4"
8034	"SLC25A16"
8036	"SHOC2"
8038	"ADAM12"
8045	"RASSF7"
8048	"CSRP3"
8050	"PDHX"
8061	"FOSL1"
8065	"CUL5"
8073	"PTP4A2"
8074	"FGF23"
8076	"MFAP5"
8078	"USP5"
8079	"MLF2"
8082	"SSPN"
8085	"KMT2D"
8086	"AAAS"
8087	"FXR1"
8089	"YEATS4"
8091	"HMGA2"
8092	"ALX1"
8100	"IFT88"
8106	"PABPN1"
8110	"DPF3"
8111	"GPR68"
8115	"TCL1A"
8120	"AP3B2"
8125	"ANP32A"
8128	"ST8SIA2"
8131	"NPRL3"
8139	"GAN"
8140	"SLC7A5"
8148	"TAF15"
8153	"RND2"
8161	"COIL"
8165	"AKAP1"
8170	"SLC14A2"
8174	"MADCAM1"
8175	"SF3A2"
8178	"ELL"
8187	"ZNF239"
8189	"SYMPK"
8192	"CLPP"
8193	"DPF1"
8195	"MKKS"
8200	"GDF5"
8202	"NCOA3"
8204	"NRIP1"
8208	"CHAF1B"
8209	"C21orf33"
8216	"LZTR1"
8218	"CLTCL1"
8220	"DGCR14"
8224	"SYN3"
8226	"HDHD1"
8228	"PNPLA4"
8233	"ZRSR2"
8237	"USP11"
8239	"USP9X"
8241	"RBM10"
8242	"KDM5C"
8243	"SMC1A"
8260	"NAA10"
8266	"UBL4A"
8269	"TMEM187"
8270	"LAGE3"
8273	"SLC10A3"
8284	"KDM5D"
8287	"USP9Y"
8288	"EPX"
8289	"ARID1A"
8290	"HIST3H3"
8291	"DYSF"
8292	"COLQ"
8295	"TRRAP"
8301	"PICALM"
8302	"KLRC4"
8303	"SNN"
8309	"ACOX2"
8310	"ACOX3"
8314	"BAP1"
8315	"BRAP"
8317	"CDC7"
8318	"CDC45"
8321	"FZD1"
8322	"FZD4"
8323	"FZD6"
8324	"FZD7"
8325	"FZD8"
8326	"FZD9"
8328	"GFI1B"
8330	"HIST1H2AK"
8334	"HIST1H2AC"
8335	"HIST1H2AB"
8336	"HIST1H2AM"
8342	"HIST1H2BM"
8345	"HIST1H2BH"
8348	"HIST1H2BO"
8349	"HIST2H2BE"
8354	"HIST1H3I"
8356	"HIST1H3J"
8357	"HIST1H3H"
8368	"HIST1H4L"
8369	"HIST1H4G"
8379	"MAD1L1"
8382	"NME5"
8383	"OR1A1"
8390	"OR1G1"
8392	"OR3A3"
8394	"PIP5K1A"
8395	"PIP5K1B"
8396	"PIP4K2B"
8398	"PLA2G6"
8399	"PLA2G10"
8402	"SLC25A11"
8403	"SOX14"
8404	"SPARCL1"
8406	"SRPX"
8407	"TAGLN2"
8408	"ULK1"
8409	"UXT"
8411	"EEA1"
8412	"BCAR3"
8416	"ANXA9"
8417	"STX7"
8419	"BFSP2"
8424	"BBOX1"
8425	"LTBP4"
8427	"ZNF282"
8428	"STK24"
8431	"NR0B2"
8433	"UTF1"
8434	"RECK"
8435	"SOAT2"
8436	"SDPR"
8437	"RASAL1"
8438	"RAD54L"
8439	"NSMAF"
8440	"NCK2"
8443	"GNPAT"
8444	"DYRK3"
8445	"DYRK2"
8446	"DUSP11"
8447	"DOC2B"
8448	"DOC2A"
8449	"DHX16"
8451	"CUL4A"
8452	"CUL3"
8453	"CUL2"
8454	"CUL1"
8455	"ATRN"
8456	"FOXN1"
8458	"TTF2"
8459	"TPST2"
8460	"TPST1"
8462	"KLF11"
8464	"SUPT3H"
8467	"SMARCA5"
8468	"FKBP6"
8470	"SORBS2"
8471	"IRS4"
8473	"OGT"
8476	"CDC42BPA"
8477	"GPR65"
8479	"HIRIP3"
8480	"RAE1"
8481	"OFD1"
8482	"SEMA7A"
8483	"CILP"
8484	"GALR3"
8487	"GEMIN2"
8490	"RGS5"
8491	"MAP4K3"
8492	"PRSS12"
8493	"PPM1D"
8495	"PPFIBP2"
8496	"PPFIBP1"
8498	"RANBP3"
8499	"PPFIA2"
8500	"PPFIA1"
8501	"SLC43A1"
8502	"PKP4"
8503	"PIK3R3"
8504	"PEX3"
8505	"PARG"
8506	"CNTNAP1"
8507	"ENC1"
8508	"NIPSNAP1"
8509	"NDST2"
8513	"LIPF"
8515	"ITGA10"
8517	"IKBKG"
8518	"IKBKAP"
8519	"IFITM1"
8520	"HAT1"
8521	"GCM1"
8522	"GAS7"
8525	"DGKZ"
8526	"DGKE"
8527	"DGKD"
8528	"DDO"
8529	"CYP4F2"
8530	"CST7"
8531	"YBX3"
8533	"COPS3"
8534	"CHST1"
8535	"CBX4"
8536	"CAMK1"
8537	"BCAS1"
8538	"BARX2"
8539	"API5"
8540	"AGPS"
8541	"PPFIA3"
8542	"APOL1"
8543	"LMO4"
8544	"PIR"
8545	"CGGBP1"
8546	"AP3B1"
8547	"FCN3"
8549	"LGR5"
8550	"MAPKAPK5"
8552	"INE1"
8553	"BHLHE40"
8554	"PIAS1"
8555	"CDC14B"
8556	"CDC14A"
8557	"TCAP"
8558	"CDK10"
8559	"PRPF18"
8560	"DEGS1"
8562	"DENR"
8563	"THOC5"
8564	"KMO"
8565	"YARS"
8566	"PDXK"
8567	"MADD"
8568	"RRP1"
8569	"MKNK1"
8570	"KHSRP"
8572	"PDLIM4"
8573	"CASK"
8574	"AKR7A2"
8575	"PRKRA"
8576	"STK16"
8577	"TMEFF1"
8578	"SCARF1"
8581	"LY6D"
8590	"OR6A2"
8600	"TNFSF11"
8601	"RGS20"
8602	"NOP14"
8603	"FAM193A"
8604	"SLC25A12"
8605	"PLA2G4C"
8607	"RUVBL1"
8608	"RDH16"
8609	"KLF7"
8611	"PPAP2A"
8612	"PPAP2C"
8613	"PPAP2B"
8614	"STC2"
8615	"USO1"
8618	"CADPS"
8620	"NPFF"
8621	"CDK13"
8622	"PDE8B"
8623	"ASMTL"
8624	"PSMG1"
8625	"RFXANK"
8626	"TP63"
8629	"JRK"
8630	"HSD17B6"
8631	"SKAP1"
8633	"UNC5C"
8634	"RTCA"
8635	"RNASET2"
8636	"SSNA1"
8638	"OASL"
8639	"AOC3"
8642	"DCHS1"
8643	"PTCH2"
8645	"KCNK5"
8646	"CHRD"
8647	"ABCB11"
8648	"NCOA1"
8649	"LAMTOR3"
8650	"NUMB"
8651	"SOCS1"
8653	"DDX3Y"
8654	"PDE5A"
8655	"DYNLL1"
8658	"TNKS"
8659	"ALDH4A1"
8660	"IRS2"
8661	"EIF3A"
8662	"EIF3B"
8664	"EIF3D"
8665	"EIF3F"
8666	"EIF3G"
8667	"EIF3H"
8668	"EIF3I"
8669	"EIF3J"
8671	"SLC4A4"
8672	"EIF4G3"
8673	"VAMP8"
8674	"VAMP4"
8675	"STX16"
8676	"STX11"
8677	"STX10"
8678	"BECN1"
8682	"PEA15"
8683	"SRSF9"
8685	"MARCO"
8687	"KRT38"
8688	"KRT37"
8689	"KRT36"
8690	"JRKL"
8692	"HYAL2"
8694	"DGAT1"
8697	"CDC23"
8698	"S1PR4"
8702	"B4GALT4"
8703	"B4GALT3"
8704	"B4GALT2"
8705	"B3GALT4"
8706	"B3GALNT1"
8707	"B3GALT2"
8708	"B3GALT1"
8710	"SERPINB7"
8711	"TNK1"
8712	"PAGE1"
8714	"ABCC3"
8715	"NOL4"
8717	"TRADD"
8718	"TNFRSF25"
8720	"MBTPS1"
8721	"EDF1"
8722	"CTSF"
8723	"SNX4"
8724	"SNX3"
8725	"URI1"
8726	"EED"
8727	"CTNNAL1"
8728	"ADAM19"
8729	"GBF1"
8731	"RNMT"
8732	"RNGTT"
8733	"GPAA1"
8735	"MYH13"
8736	"MYOM1"
8737	"RIPK1"
8738	"CRADD"
8739	"HRK"
8740	"TNFSF14"
8742	"TNFSF12"
8743	"TNFSF10"
8744	"TNFSF9"
8745	"ADAM23"
8748	"ADAM20"
8749	"ADAM18"
8751	"ADAM15"
8754	"ADAM9"
8756	"ADAM7"
8760	"CDS2"
8761	"PABPC4"
8763	"CD164"
8764	"TNFRSF14"
8766	"RAB11A"
8767	"RIPK2"
8772	"FADD"
8773	"SNAP23"
8774	"NAPG"
8775	"NAPA"
8776	"MTMR1"
8777	"MPDZ"
8778	"SIGLEC5"
8780	"RIOK3"
8785	"MATN4"
8786	"RGS11"
8787	"RGS9"
8788	"DLK1"
8789	"FBP2"
8790	"FPGT"
8792	"TNFRSF11A"
8793	"TNFRSF10D"
8794	"TNFRSF10C"
8795	"TNFRSF10B"
8796	"SCEL"
8798	"DYRK4"
8799	"PEX11B"
8800	"PEX11A"
8801	"SUCLG2"
8802	"SUCLG1"
8803	"SUCLA2"
8804	"CREG1"
8805	"TRIM24"
8807	"IL18RAP"
8808	"IL1RL2"
8809	"IL18R1"
8811	"GALR2"
8812	"CCNK"
8813	"DPM1"
8814	"CDKL1"
8815	"BANF1"
8817	"FGF18"
8818	"DPM2"
8819	"SAP30"
8820	"HESX1"
8821	"INPP4B"
8822	"FGF17"
8823	"FGF16"
8824	"CES2"
8825	"LIN7A"
8826	"IQGAP1"
8828	"NRP2"
8829	"NRP1"
8832	"CD84"
8833	"GMPS"
8834	"TMEM11"
8835	"SOCS2"
8836	"GGH"
8837	"CFLAR"
8838	"WISP3"
8839	"WISP2"
8840	"WISP1"
8841	"HDAC3"
8842	"PROM1"
8846	"ALKBH1"
8848	"TSC22D1"
8851	"CDK5R1"
8852	"AKAP4"
8853	"ASAP2"
8854	"ALDH1A2"
8856	"NR1I2"
8858	"PROZ"
8861	"LDB1"
8863	"PER3"
8864	"PER2"
8867	"SYNJ1"
8869	"ST3GAL5"
8870	"IER3"
8871	"SYNJ2"
8872	"CDC123"
8874	"ARHGEF7"
8875	"VNN2"
8876	"VNN1"
8877	"SPHK1"
8878	"SQSTM1"
8879	"SGPL1"
8880	"FUBP1"
8881	"CDC16"
8882	"ZPR1"
8883	"NAE1"
8884	"SLC5A6"
8886	"DDX18"
8887	"TAX1BP1"
8888	"MCM3AP"
8890	"EIF2B4"
8891	"EIF2B3"
8892	"EIF2B2"
8893	"EIF2B5"
8894	"EIF2S2"
8895	"CPNE3"
8896	"BUD31"
8897	"MTMR3"
8898	"MTMR2"
8899	"PRPF4B"
8900	"CCNA1"
8904	"CPNE1"
8905	"AP1S2"
8906	"AP1G2"
8908	"GYG2"
8909	"ENDOU"
8910	"SGCE"
8911	"CACNA1I"
8912	"CACNA1H"
8913	"CACNA1G"
8914	"TIMELESS"
8915	"BCL10"
8916	"HERC3"
8924	"HERC2"
8925	"HERC1"
8927	"BSN"
8928	"FOXH1"
8929	"PHOX2B"
8930	"MBD4"
8932	"MBD2"
8933	"FAM127A"
8934	"RAB29"
8935	"SKAP2"
8936	"WASF1"
8938	"BAIAP3"
8940	"TOP3B"
8941	"CDK5R2"
8942	"KYNU"
8943	"AP3D1"
8945	"BTRC"
8970	"HIST1H2BJ"
8971	"H1FX"
8973	"CHRNA6"
8974	"P4HA2"
8975	"USP13"
8976	"WASL"
8985	"PLOD3"
8986	"RPS6KA4"
8988	"HSPB3"
8989	"TRPA1"
8991	"SELENBP1"
8992	"ATP6V0E1"
8993	"PGLYRP1"
8994	"LIMD1"
8995	"TNFSF18"
8996	"NOL3"
8997	"KALRN"
8999	"CDKL2"
9001	"HAP1"
9002	"F2RL3"
9013	"TAF1C"
9014	"TAF1B"
9015	"TAF1A"
9016	"SLC25A14"
9019	"MPZL1"
9020	"MAP3K14"
9021	"SOCS3"
9022	"CLIC3"
9023	"CH25H"
9024	"BRSK2"
9025	"RNF8"
9026	"HIP1R"
9027	"NAT8"
